site_id,timestamp,NEE,NEE_QC,GPP,GPP_DT_VUT_REF,LE,LE_QC,H,H_QC,TA,TA_QC,SW_IN,SW_IN_QC,GPP_method_note
AR-CCg,2018-01-17,-0.443758,0.9375,9.26794,8.26646,99.7777,0.958333,22.2903,1.0,21.634,1.0,302.616,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-18,-2.56025,0.895833,11.6449,13.1972,145.107,0.895833,30.3447,1.0,24.976,1.0,405.234,0.979167,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-19,-3.41187,0.979167,12.1815,14.1498,146.272,0.979167,33.0093,1.0,24.623,1.0,375.513,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-20,-3.57362,0.979167,12.2578,13.9614,133.0,0.979167,22.5821,1.0,26.143,1.0,344.207,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-21,-3.77971,0.9375,12.1121,14.3945,132.905,0.9375,47.7732,1.0,25.605,1.0,357.229,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-22,-4.25339,0.916667,12.2284,14.6356,143.406,0.9375,42.3637,1.0,25.735,1.0,381.617,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-23,-0.0673121,0.979167,7.17028,8.74726,92.7541,1.0,5.77739,1.0,22.576,1.0,192.99,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-24,-4.58836,1.0,11.0675,12.9536,153.444,1.0,41.1714,1.0,17.104,1.0,326.824,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-25,-4.83196,1.0,11.1871,11.7364,119.64,1.0,47.5485,1.0,16.034,1.0,335.572,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-26,-1.97805,1.0,9.44702,8.42672,96.3573,1.0,28.2622,1.0,19.55,1.0,207.935,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-27,-1.52973,1.0,9.59296,9.24219,92.7037,1.0,31.4871,1.0,19.78,1.0,234.035,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-28,-3.18356,0.979167,12.1867,8.91392,142.849,1.0,32.3159,1.0,21.424,1.0,322.595,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-29,-2.15575,0.979167,11.49,9.42237,156.31,1.0,14.3636,1.0,21.001,1.0,321.399,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-30,-0.672208,0.958333,10.68,9.36195,103.505,1.0,26.719,1.0,21.756,1.0,284.249,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-01-31,-1.19248,1.0,12.0964,12.3113,129.511,1.0,37.0085,1.0,23.158,1.0,288.726,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-01,-1.10278,0.916667,13.1205,16.7131,116.387,1.0,17.1208,1.0,24.27,1.0,270.101,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-02,-1.5005,1.0,12.7442,19.0687,176.348,1.0,12.2674,1.0,23.112,1.0,303.43,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-03,-3.88497,0.958333,14.558,18.2364,145.434,1.0,26.4645,1.0,21.665,1.0,300.072,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-04,-2.92524,0.979167,13.5537,17.7284,143.643,1.0,28.4776,1.0,23.01,1.0,306.353,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-05,-2.32576,0.875,13.2563,17.1065,131.014,1.0,25.7842,1.0,24.811,1.0,303.553,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-06,-2.1947,0.9375,13.0636,15.9393,142.822,1.0,25.1268,1.0,25.453,1.0,301.394,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-07,-1.63097,0.854167,12.2897,13.6571,107.446,1.0,26.3077,1.0,25.388,1.0,278.7,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-08,-1.16776,0.854167,11.6527,12.0746,119.804,1.0,34.342,1.0,25.803,1.0,285.135,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-09,-2.9456,0.916667,12.3461,10.1074,153.649,1.0,7.96866,1.0,21.102,1.0,280.213,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-10,-1.25981,1.0,9.90783,9.9599,110.976,1.0,19.8502,1.0,18.089,1.0,309.149,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-11,-2.05876,1.0,9.86796,9.98601,122.319,1.0,46.2651,1.0,14.377,1.0,305.977,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-12,-1.1563,1.0,8.84934,9.84711,95.7019,1.0,44.8671,1.0,14.34,1.0,315.142,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-13,-2.36034,1.0,10.241,8.71803,112.19,1.0,46.6537,1.0,17.023,1.0,305.444,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-14,-1.84905,1.0,9.89537,9.38182,118.72,1.0,38.2748,1.0,18.949,1.0,301.752,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-15,-2.80904,1.0,10.8615,11.4888,123.892,1.0,34.633,1.0,20.588,1.0,294.801,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-16,-2.96344,1.0,11.5037,12.9663,112.093,1.0,28.6677,1.0,22.786,1.0,279.935,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-17,-1.71421,1.0,10.4323,13.4813,113.702,1.0,17.9788,1.0,24.325,1.0,275.7,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-18,-0.964505,1.0,9.95591,13.806,106.007,1.0,14.3222,1.0,25.791,1.0,287.765,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-19,1.23927,0.9375,8.20919,11.2239,111.878,1.0,0.674143,1.0,21.465,1.0,247.121,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-20,-1.98083,1.0,11.6972,11.0207,114.411,1.0,24.6227,1.0,16.759,1.0,228.05,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-21,-0.785331,0.979167,12.0161,11.3878,99.6359,1.0,45.2647,0.979167,17.249,1.0,289.046,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-22,-0.0829879,1.0,13.2448,11.6876,86.6812,1.0,43.3177,1.0,18.537,1.0,292.21,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-23,-1.10432,0.979167,16.1875,13.393,97.8349,1.0,24.176,1.0,18.517,1.0,235.233,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-24,-2.06511,0.979167,17.4194,14.4245,106.785,1.0,29.6047,1.0,18.351,1.0,261.005,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-25,-1.17914,0.979167,15.4028,14.4433,87.309,1.0,41.8756,1.0,18.639,1.0,240.371,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-26,-1.24721,0.979167,14.3866,14.8359,93.4028,1.0,43.5524,1.0,19.286,1.0,273.394,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-27,-0.657019,0.979167,12.482,13.6218,105.213,1.0,37.4095,1.0,19.217,1.0,256.065,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-02-28,-0.0888908,0.979167,10.8364,12.463,86.682,1.0,32.9309,1.0,19.929,1.0,225.104,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-01,-1.07335,0.9375,10.8148,12.8634,74.79,1.0,48.8769,1.0,22.17,1.0,255.55,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-02,-1.31487,0.958333,9.77759,10.9394,89.5071,1.0,35.134,1.0,23.784,1.0,257.361,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-03,-2.52415,0.979167,9.43503,9.10376,92.1835,1.0,38.2431,1.0,22.769,1.0,252.412,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-04,-1.18104,1.0,6.97132,6.70203,59.0402,1.0,24.065,1.0,21.791,1.0,187.098,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-05,-2.58545,0.979167,7.80228,8.22837,80.5937,1.0,58.1073,1.0,18.98,1.0,267.212,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-06,0.694351,0.895833,4.97201,8.71328,68.2555,1.0,58.7112,1.0,15.375,1.0,260.463,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-07,0.830327,0.9375,5.85982,10.125,77.8015,1.0,46.4624,1.0,17.27,1.0,250.637,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-08,0.473611,0.958333,7.18107,8.89043,76.6478,1.0,39.0828,1.0,17.869,1.0,237.28,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-09,1.37205,0.979167,7.55522,6.1432,78.6413,1.0,35.3219,1.0,20.493,1.0,240.47,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-10,3.97068,1.0,5.56128,4.07422,68.6407,0.979167,3.93835,1.0,19.088,1.0,188.634,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-11,3.55529,0.979167,5.49609,5.50933,79.1879,1.0,62.0915,1.0,13.731,1.0,255.575,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-12,2.16344,1.0,7.58721,5.38373,66.7727,1.0,50.064,1.0,16.328,1.0,250.506,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-13,2.08914,0.979167,6.63761,5.1269,62.7496,1.0,61.4285,1.0,16.022,1.0,250.18,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-14,2.82977,0.979167,4.59504,4.40547,59.0845,1.0,39.217,1.0,16.514,1.0,222.556,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-15,3.6663,1.0,2.15357,4.2352,73.5011,1.0,44.4391,1.0,13.374,1.0,247.087,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-16,2.38935,1.0,2.37394,3.96815,68.6645,1.0,43.2523,1.0,15.067,1.0,236.817,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-17,0.476889,1.0,4.50305,3.34287,40.9711,1.0,30.8791,1.0,20.227,1.0,177.073,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-18,1.59921,1.0,2.65452,2.87619,64.5205,1.0,17.0577,1.0,15.286,1.0,153.049,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-19,1.6272,1.0,2.16461,3.43713,36.2584,1.0,36.1254,1.0,13.935,1.0,231.534,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-20,3.08773,1.0,0.32532,2.97666,59.7332,1.0,60.7257,1.0,12.723,1.0,233.454,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-21,1.55429,1.0,1.42093,2.30414,48.3576,1.0,56.485,1.0,11.148,1.0,225.044,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-22,0.696592,1.0,2.44174,1.83958,39.2538,1.0,26.5957,1.0,15.299,1.0,160.026,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-23,1.43501,1.0,2.65519,1.56959,53.2103,1.0,17.7285,1.0,16.816,1.0,154.086,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-24,1.75191,1.0,1.61362,2.04545,44.2837,1.0,7.03126,1.0,13.366,1.0,133.512,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-25,1.09519,0.770833,1.20276,3.46725,69.5387,1.0,48.4961,1.0,10.553,1.0,132.823,0.3125,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-26,0.806558,0.4375,0.799841,2.91008,53.5494,1.0,43.2223,1.0,11.495,1.0,132.823,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-27,0.785716,0.0208333,0.847627,2.848,51.1863,0.395833,38.7368,0.395833,12.688,0.395833,132.823,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-28,0.737972,0.0,1.02343,2.64903,50.988,0.0,38.6669,0.0,12.686,0.0,148.631,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-29,0.800917,0.0,1.02671,2.09831,50.988,0.0,38.6669,0.0,12.686,0.0,143.797,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-30,1.2293,0.0,0.610718,2.23982,51.7917,0.0,33.5321,0.0,11.803,0.0,133.266,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-03-31,0.871334,0.0,0.97778,2.83761,60.2831,0.0,45.8441,0.0,11.283,0.0,148.631,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-01,0.800917,0.0,0.896295,2.27675,52.3853,0.0,40.9546,0.0,12.087,0.0,143.797,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-02,1.2293,0.0,0.407748,3.58703,51.7917,0.0,33.5321,0.0,11.803,0.0,133.266,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-03,0.871334,0.0,0.815258,3.54458,60.2831,0.0,45.8441,0.0,11.283,0.0,148.631,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-04,0.800917,0.0,0.987952,2.81102,52.3853,0.0,40.9546,0.0,12.087,0.0,143.797,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-05,1.2293,0.0,0.541215,2.99337,51.7917,0.0,33.5321,0.0,11.803,0.0,133.266,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-06,0.871334,0.0,0.675293,1.87078,60.2831,0.0,45.8441,0.0,11.283,0.0,148.631,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-07,0.800917,0.0,0.812265,2.36993,52.3853,0.0,40.9546,0.0,12.087,0.0,143.797,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-08,1.2293,0.0,0.411727,1.23818,51.7917,0.0,33.5321,0.0,11.803,0.0,133.266,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-09,0.871334,0.0,0.921412,2.56311,60.2831,0.0,45.8441,0.0,11.283,0.0,148.631,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-10,0.130832,0.0,1.77574,2.49131,52.3853,0.0,40.9546,0.0,12.087,0.0,143.797,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-11,0.832335,0.0,0.981506,2.59644,47.8608,0.0,30.1033,0.0,12.051,0.0,133.266,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-12,-0.0327761,0.0,1.58483,3.80484,58.978,0.0,32.4043,0.0,12.023,0.0,148.631,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-13,-0.81703,0.0,2.2611,4.26961,57.049,0.0,13.4714,0.0,12.04,0.0,143.797,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-14,0.518847,0.0,1.03912,4.18995,37.0716,0.0,3.44734,0.0,13.034,0.0,133.266,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-15,-1.11457,0.0,2.81852,3.86648,65.3071,0.0,19.5531,0.0,13.59,0.0,148.631,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-16,-0.845852,0.0,2.59959,3.80308,65.5247,0.0,5.71365,0.0,12.532,0.0,143.797,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-17,0.528118,0.0,1.26273,3.27028,39.1612,0.0,3.71328,0.0,13.246,0.0,133.266,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-18,-1.11457,0.0,2.87391,1.82505,65.3071,0.0,19.5531,0.0,13.59,0.0,148.631,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-19,-0.845852,0.0,2.62026,2.92194,65.5247,0.0,5.71365,0.0,12.532,0.0,140.674,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-20,0.528118,0.0,1.22812,3.42422,39.1612,0.0,3.71328,0.0,13.246,0.0,112.117,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-21,-1.11457,0.0,2.85471,3.75239,65.3071,0.0,19.5531,0.0,13.59,0.0,100.545,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-22,-0.845852,0.0,2.54067,2.91695,65.5247,0.0,5.71365,0.0,12.532,0.0,120.907,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-23,0.528118,0.0,1.09539,3.76681,39.1612,0.0,3.71328,0.0,13.246,0.0,96.699,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-24,-1.11457,0.0,2.70701,2.72155,65.3071,0.0,19.5531,0.0,13.59,0.0,100.565,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-25,-0.845852,0.0,2.54024,2.19815,65.5247,0.0,5.71365,0.0,12.532,0.0,120.907,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-26,0.00124967,0.0,1.76122,1.48663,49.3309,0.0,1.84102,0.0,13.015,0.0,96.699,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
AR-CCg,2018-04-27,-1.8022,0.0,3.51138,1.67321,67.5778,0.0,17.3723,0.0,13.558,0.0,100.565,0.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
