site_id,timestamp,NEE,NEE_QC,GPP,GPP_DT_VUT_REF,LE,LE_QC,H,H_QC,TA,TA_QC,SW_IN,SW_IN_QC,GPP_method_note
CL-SDF,2014-01-18,0.551728,0.270833,13.6458,13.6458,39.2296,0.791667,127.402,0.770833,19.311,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-19,-0.0372388,0.458333,13.3625,13.3625,21.5209,0.645833,101.859,0.666667,16.512,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-20,0.333135,0.541667,9.33335,9.33335,17.2114,1.0,41.096,0.9375,15.804,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-21,4.14199,0.645833,3.95748,3.95748,3.79169,0.958333,-18.439,0.979167,13.998,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-22,-0.527685,0.291667,11.4085,11.4085,48.6362,0.854167,24.0369,0.833333,12.678,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-23,-0.901049,0.416667,13.0211,13.0211,73.5869,1.0,31.3146,1.0,10.599,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-24,-1.92348,0.395833,12.9504,12.9504,43.3656,1.0,69.3479,1.0,11.561,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-25,-1.99173,0.4375,12.6736,12.6736,46.3492,1.0,109.93,1.0,12.703,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-26,-1.77329,0.458333,11.522,11.522,21.6776,1.0,45.7583,1.0,13.703,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-27,-1.27849,0.375,11.9985,11.9985,37.7092,0.958333,54.033,0.958333,15.871,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-28,-0.00985232,0.5,13.5651,13.5651,52.6745,0.9375,134.185,1.0,14.21,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-29,0.931094,0.645833,12.4734,12.4734,11.0837,0.958333,53.0177,1.0,15.394,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-30,-0.965582,0.395833,9.2978,9.2978,-20.8779,0.895833,0.744308,1.0,15.062,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-01-31,-1.27094,0.354167,10.9432,10.9432,42.7581,0.833333,66.2909,0.895833,13.724,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-01,-1.5551,0.666667,10.8629,10.8629,28.731,0.958333,45.1707,1.0,13.82,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-02,-0.165375,0.333333,10.1083,10.1083,30.3998,0.895833,41.4178,0.958333,13.573,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-03,-0.637248,0.5625,8.05687,8.05687,27.082,0.916667,40.6089,0.958333,13.52,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-04,-1.08142,0.333333,4.90906,4.90906,9.34963,0.541667,-2.74647,0.729167,13.858,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-05,-2.26037,0.458333,12.0704,12.0704,55.0461,0.958333,74.7147,0.958333,12.08,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-06,-2.61372,0.208333,4.52091,4.52091,59.6929,0.375,-17.6987,0.604167,14.481,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-07,-2.34733,0.541667,11.2938,11.2938,60.5977,0.791667,62.2477,0.895833,15.343,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-08,-2.58612,0.583333,10.6325,10.6325,57.3014,1.0,55.2976,0.916667,14.9,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-09,-3.01289,0.3125,10.9639,10.9639,43.2172,1.0,64.6089,1.0,14.124,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-10,-4.21937,0.416667,11.7187,11.7187,33.5553,1.0,90.008,1.0,14.615,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-11,-2.01875,0.270833,10.7477,10.7477,40.8098,0.9375,48.6234,0.875,15.216,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-12,-1.15553,0.5,12.6285,12.6285,51.4169,1.0,88.5266,1.0,14.062,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-13,1.817,0.4375,12.6052,12.6052,54.3097,0.958333,62.1941,1.0,18.909,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-14,2.00416,0.395833,12.4907,12.4907,60.8231,0.958333,92.0501,1.0,20.993,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-15,0.525429,0.104167,12.3863,12.3863,47.6382,0.916667,105.838,0.979167,18.655,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-16,-0.991549,0.3125,12.2792,12.2792,30.5543,0.895833,117.375,1.0,14.47,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-17,-1.80836,0.166667,11.5983,11.5983,12.2988,0.583333,61.8583,0.604167,15.977,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-18,-1.24884,0.0833333,7.637,7.637,15.8541,0.875,6.35727,0.854167,15.641,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-19,-1.9862,0.395833,12.3115,12.3115,55.7675,1.0,77.7005,1.0,12.222,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-20,-2.01206,0.395833,10.9642,10.9642,37.3473,1.0,95.2508,1.0,13.321,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-21,-3.98083,0.416667,11.7267,11.7267,34.57,1.0,83.9981,1.0,13.319,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-22,-3.65756,0.291667,11.218,11.218,30.3689,1.0,83.5309,0.958333,13.165,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-23,-2.2547,0.104167,8.92475,8.92475,14.4759,1.0,37.604,1.0,13.486,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-24,-0.368586,0.291667,11.9543,11.9543,55.281,1.0,71.5366,1.0,17.517,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-25,-0.556801,0.375,11.8558,11.8558,45.4511,0.979167,89.5182,1.0,16.278,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-26,-2.626,0.479167,11.5932,11.5932,14.7789,0.583333,74.7562,0.604167,14.457,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-27,-2.43473,0.125,5.37004,5.37004,14.3115,0.645833,32.1563,0.645833,13.664,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-02-28,-1.99555,0.145833,10.1916,10.1916,26.7643,0.729167,43.5003,0.729167,14.697,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-01,-1.73309,0.416667,11.6659,11.6659,32.1261,1.0,90.4219,1.0,13.48,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-02,-1.09045,0.270833,11.5785,11.5785,30.9878,1.0,101.781,1.0,13.44,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-03,-1.63372,0.229167,11.4003,11.4003,18.8268,0.6875,56.0434,0.8125,12.62,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-04,-1.7936,0.729167,8.82916,8.82916,22.6793,1.0,19.2661,1.0,13.335,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-05,-1.02182,0.375,9.85282,9.85282,16.6989,0.645833,36.4359,0.791667,12.96,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-06,-1.54344,0.354167,9.54057,9.54057,21.4249,0.875,11.6523,1.0,13.265,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-07,-1.28202,0.354167,11.2172,11.2172,38.4231,1.0,54.1725,1.0,13.805,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-08,-1.65132,0.333333,9.34433,9.34433,39.4386,0.604167,19.3947,0.833333,13.233,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-09,-2.172,0.5,9.62167,9.62167,36.0045,1.0,47.4211,0.979167,11.535,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-10,-0.100503,0.25,4.76972,4.76972,20.9719,0.395833,3.54478,0.479167,14.365,0.9375,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-11,0.69368,0.166667,4.33884,4.33884,27.1083,0.583333,7.03747,0.645833,15.282,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-12,-0.933334,0.229167,8.9835,8.9835,37.4011,1.0,33.7248,1.0,13.256,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-13,-0.65476,0.416667,10.5718,10.5718,34.8489,0.979167,56.842,1.0,11.907,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-14,-1.32874,0.3125,8.68287,8.68287,31.0694,0.833333,24.6327,0.854167,13.803,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-15,-1.06006,0.333333,5.5609,5.5609,6.35638,0.8125,-16.4999,0.9375,12.758,0.9375,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-16,-1.74121,0.604167,7.55217,7.55217,-13.5911,1.0,-13.0534,1.0,13.356,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-17,-1.38662,0.208333,9.33022,9.33022,33.5269,1.0,52.1892,1.0,13.5,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-18,-2.40665,0.1875,7.20669,7.20669,19.7396,0.979167,35.6334,1.0,12.512,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-19,-2.086,0.3125,6.95105,6.95105,21.0328,0.8125,42.6691,0.895833,12.699,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-20,-2.34574,0.520833,9.01999,9.01999,54.2613,0.729167,35.0906,0.729167,13.412,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-21,-0.635238,0.333333,8.69391,8.69391,20.7178,0.979167,24.4392,0.916667,10.2,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-22,0.55993,0.395833,9.87768,9.87768,26.1051,0.9375,55.5142,1.0,13.256,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-23,-0.271002,0.145833,8.46376,8.46376,16.8231,0.916667,36.5206,1.0,13.427,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-24,-0.460654,0.354167,9.94644,9.94644,31.345,0.979167,64.9942,1.0,11.32,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-25,0.774805,0.354167,9.98824,9.98824,26.3,1.0,46.0647,1.0,12.697,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-26,0.257964,0.208333,9.81561,9.81561,21.3286,0.958333,63.3403,0.979167,14.066,0.9375,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-27,1.14568,0.5,7.24317,7.24317,-0.83853,0.75,2.24798,0.854167,12.643,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-28,0.877944,0.166667,3.83468,3.83468,-5.41892,0.354167,-46.3119,0.875,12.83,0.833333,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-29,-0.461808,0.416667,7.34489,7.34489,2.93918,1.0,-9.44621,0.979167,11.595,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-30,-1.23371,0.4375,5.45368,5.45368,-10.2569,0.770833,-17.4969,0.895833,10.675,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-03-31,-0.646713,0.375,9.54235,9.54235,22.6355,1.0,27.7126,1.0,9.298,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-01,-0.0663444,0.375,9.42402,9.42402,31.1587,1.0,25.3784,1.0,11.013,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-02,-0.169847,0.229167,9.09523,9.09523,23.8442,0.9375,37.5462,1.0,14.195,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-03,0.117415,0.291667,8.44482,8.44482,0.305559,0.5625,53.2903,0.666667,13.611,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-04,-0.77052,0.291667,7.44155,7.44155,6.32516,0.916667,36.1843,1.0,13.854,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-05,-0.191534,0.0,8.37125,8.37125,2.21692,0.645833,38.8002,0.625,14.018,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-06,0.0608729,0.604167,8.34371,8.34371,30.0849,1.0,23.2412,1.0,16.406,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-07,1.59247,0.5625,3.22084,3.22084,-2.17551,1.0,-6.99236,1.0,13.439,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-08,-1.43283,0.395833,5.84428,5.84428,6.92527,0.75,15.9128,0.770833,14.666,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-09,-1.86769,0.395833,8.20482,8.20482,21.6142,0.916667,-15.4201,0.979167,12.82,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-10,-0.717645,0.4375,6.02805,6.02805,21.6087,0.625,-73.6181,0.895833,13.468,0.958333,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-11,-0.0046206,0.270833,7.60495,7.60495,28.947,0.666667,-24.5784,0.875,12.017,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-12,0.762285,0.0,7.88658,7.88658,21.3889,0.916667,32.0693,0.958333,9.339,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-13,0.903618,0.270833,2.29782,2.29782,2.04091,0.875,-3.5903,0.958333,10.891,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-14,-0.593873,0.0625,3.2657,3.2657,13.5695,0.25,-82.0436,0.5625,15.92,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-15,-2.08852,0.479167,7.222,7.222,19.2735,0.729167,-13.9648,0.958333,14.093,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-16,-2.14491,0.333333,6.36031,6.36031,17.2017,0.979167,-15.8801,1.0,10.632,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-17,-2.75998,0.354167,6.20339,6.20339,-2.24645,0.875,-35.1894,0.916667,10.172,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-18,-1.57277,0.3125,7.01693,7.01693,30.9266,1.0,-6.41115,1.0,11.904,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-19,-0.834988,0.0208333,7.2,7.2,16.6266,0.833333,10.9495,0.916667,9.13,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-20,-0.0168127,0.208333,3.0015,3.0015,-2.63183,0.854167,0.0748846,1.0,10.382,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-21,-0.135775,0.0208333,5.43203,5.43203,-8.61009,0.916667,11.1902,1.0,12.795,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-22,-0.785606,0.0208333,5.60013,5.60013,-2.67097,1.0,19.4353,1.0,13.802,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-23,-1.53242,0.0416667,6.6289,6.6289,-4.39632,0.791667,21.5486,0.8125,12.941,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-24,-0.900718,0.0416667,6.81514,6.81514,-0.469103,1.0,35.0559,1.0,11.152,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-25,-0.223452,0.479167,6.71998,6.71998,-11.8628,0.979167,20.3388,0.916667,11.378,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-26,-0.433118,0.0833333,2.98774,2.98774,6.21861,0.604167,-4.43423,0.8125,12.439,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-27,-0.768497,0.3125,6.75165,6.75165,46.7207,0.833333,8.44893,1.0,11.656,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-28,-0.305925,0.125,6.59491,6.59491,22.9097,0.875,33.1207,1.0,8.396,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-29,1.69018,0.5625,4.32688,4.32688,-0.500554,0.9375,-30.3227,0.9375,11.195,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-04-30,1.06877,0.1875,2.64088,2.64088,-4.58572,0.395833,-17.6818,0.520833,11.792,0.875,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-SDF,2014-05-01,-0.428605,0.0,6.24899,6.24899,2.89251,1.0,0.0949006,0.979167,7.413,1.0,,,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
