site_id,timestamp,NEE,NEE_QC,GPP,GPP_DT_VUT_REF,LE,LE_QC,H,H_QC,TA,TA_QC,SW_IN,SW_IN_QC,GPP_method_note
CL-ACF,2018-02-07,-1.31007,0.895833,7.93426,7.43433,52.1835,0.916667,64.5471,0.916667,10.92,1.0,244.693,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-08,-0.799033,1.0,6.76764,5.68746,62.7061,1.0,46.0205,1.0,8.851,1.0,246.153,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-09,-0.490399,0.979167,5.89852,2.95571,35.9575,0.979167,19.089,0.979167,6.58,1.0,196.758,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-10,-1.64106,1.0,7.32107,4.38928,60.8758,1.0,125.06,1.0,7.869,1.0,294.839,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-11,-0.862605,0.9375,7.02392,8.1003,63.2025,1.0,84.4963,1.0,10.866,1.0,331.778,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-12,0.947972,0.958333,6.11019,9.09615,65.9332,1.0,111.973,1.0,13.089,1.0,350.191,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-13,-0.531143,0.9375,8.11651,6.50091,95.1034,0.979167,90.491,1.0,15.349,1.0,347.856,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-14,-0.213087,0.958333,8.84236,5.70452,55.7815,0.958333,138.943,0.958333,17.838,1.0,344.397,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-15,-0.223563,0.916667,8.98481,6.33285,80.1355,1.0,114.832,1.0,19.127,1.0,340.056,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-16,0.329803,0.916667,8.23834,6.1306,62.3164,1.0,101.948,1.0,17.134,1.0,304.301,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-17,0.292048,0.979167,8.01664,5.55989,40.9689,0.958333,77.9738,1.0,14.652,1.0,248.891,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-18,1.38181,1.0,6.85776,4.22339,47.4945,1.0,39.6679,1.0,11.563,1.0,165.882,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-19,1.68795,0.8125,5.21949,3.78655,42.3857,1.0,18.5902,1.0,9.959,1.0,155.187,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-20,-0.0245436,0.8125,7.41649,4.97914,51.542,1.0,76.0641,1.0,10.653,1.0,273.383,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-21,3.1693,0.75,3.87268,1.90337,18.7818,1.0,-20.428,1.0,9.839,1.0,68.041,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-22,2.19585,0.895833,5.3103,3.78368,22.1391,1.0,3.67055,1.0,11.742,1.0,105.711,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-23,0.287241,0.833333,7.547,9.46956,75.3188,1.0,63.9539,1.0,13.563,1.0,315.721,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-24,0.248276,0.541667,8.28362,10.3847,59.6789,1.0,89.8712,1.0,16.64,1.0,258.731,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-25,0.188484,0.479167,8.59639,10.3117,51.765,1.0,101.271,1.0,16.922,1.0,313.167,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-26,0.354392,0.625,8.11109,9.21728,52.8816,1.0,73.3587,1.0,13.899,1.0,228.071,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-27,0.650755,0.9375,7.06506,10.249,55.2398,1.0,91.0583,1.0,12.825,1.0,314.64,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-02-28,0.254052,0.791667,7.96904,9.57575,46.1133,1.0,95.2086,1.0,14.222,1.0,260.776,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-01,0.559231,0.666667,7.04968,8.10255,30.4429,1.0,58.603,1.0,13.376,1.0,181.56,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-02,0.592349,0.583333,6.69863,8.90377,29.5832,1.0,81.4219,1.0,11.997,1.0,262.369,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-03,0.00576409,0.708333,7.20369,8.81625,42.4356,1.0,83.232,1.0,11.42,1.0,275.86,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-04,-0.883762,0.75,7.31621,9.48181,60.5324,0.833333,72.5007,0.833333,10.081,1.0,301.19,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-05,-1.4742,0.8125,7.53132,9.14957,55.3775,0.979167,88.4497,0.958333,10.15,1.0,297.296,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-06,-1.03082,0.729167,7.6717,9.01921,49.3646,0.9375,95.6218,0.9375,12.921,1.0,296.612,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-07,-1.67525,0.854167,8.75009,8.73676,54.5592,0.645833,102.082,0.645833,16.403,1.0,287.285,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-08,-0.114681,0.75,6.54629,7.03931,39.2954,0.875,61.934,0.875,12.929,1.0,223.336,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-09,2.27417,1.0,2.42741,3.01234,9.33507,1.0,-11.215,1.0,6.571,1.0,39.844,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-10,-1.85467,0.979167,6.52819,6.5664,44.9052,1.0,39.8436,1.0,6.677,1.0,177.944,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-11,-1.40923,1.0,6.6615,5.62484,51.7122,1.0,19.0176,1.0,9.291,1.0,134.343,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-12,-1.43585,1.0,6.17733,6.8127,67.124,1.0,20.465,1.0,7.622,1.0,236.51,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-13,-0.0685311,1.0,4.82728,4.91112,27.8663,1.0,9.58894,1.0,6.886,1.0,103.105,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-14,-2.01955,1.0,6.83234,7.42579,78.9867,1.0,42.4597,1.0,6.673,1.0,245.98,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-15,-0.437218,1.0,5.28948,5.39041,15.7332,1.0,18.8857,1.0,6.371,1.0,86.976,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-16,3.24334,1.0,2.17681,3.23163,12.0116,1.0,-16.0297,1.0,8.244,1.0,29.045,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-17,-1.00828,1.0,6.1352,7.52225,61.5668,1.0,24.1519,1.0,6.74,1.0,193.317,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-18,-0.231489,1.0,5.32078,6.66808,31.3916,1.0,16.7842,1.0,6.202,1.0,110.858,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-19,-1.36881,1.0,7.03511,8.03733,29.5401,1.0,17.1998,1.0,7.646,1.0,147.225,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-20,-1.37731,0.791667,7.54376,8.75464,42.3809,1.0,47.8533,1.0,8.874,1.0,238.836,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-21,0.980193,1.0,5.57046,5.64901,33.9398,1.0,20.8225,1.0,9.782,1.0,133.916,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-22,2.88152,1.0,3.69414,2.37446,31.2579,1.0,-21.7076,1.0,9.279,1.0,36.831,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-23,-0.444523,1.0,6.6201,4.50832,57.8065,1.0,6.82289,1.0,7.576,1.0,159.769,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-24,-0.453208,0.875,5.61567,5.08552,62.1963,1.0,84.2419,1.0,5.206,1.0,250.602,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-25,-0.456925,0.958333,5.60051,4.58976,47.6416,1.0,47.0742,1.0,5.736,1.0,231.456,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-26,-0.735797,0.9375,7.70762,4.67011,45.457,1.0,42.4375,1.0,10.791,1.0,244.64,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-27,-0.941046,0.979167,7.94684,4.28027,49.9517,1.0,52.7234,1.0,9.871,1.0,202.106,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-28,1.83385,0.916667,5.8933,2.66373,46.3832,1.0,0.377437,1.0,10.695,1.0,91.409,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-29,-0.707538,0.979167,7.97103,5.11399,61.5517,1.0,51.6988,1.0,10.212,1.0,237.599,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-30,-0.260927,0.875,8.79025,4.58696,72.4646,1.0,54.3179,1.0,11.085,1.0,191.686,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-03-31,1.00304,0.895833,5.47432,5.33457,46.2504,1.0,48.4657,1.0,7.159,1.0,231.843,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-01,0.761059,0.979167,7.43077,5.49075,98.0625,1.0,-38.6301,1.0,9.809,1.0,231.337,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-02,0.172701,0.979167,10.1192,5.52808,57.6366,0.979167,42.5276,1.0,14.435,1.0,226.218,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-03,1.40593,0.6875,8.38673,2.98884,35.2941,1.0,-2.9499,1.0,11.775,1.0,82.973,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-04,1.88328,0.958333,6.95518,3.28671,58.0798,1.0,-8.70671,1.0,7.949,1.0,105.087,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-05,0.93075,1.0,7.07544,4.8523,58.1842,1.0,46.8399,1.0,4.345,1.0,203.592,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-06,0.552707,0.875,7.34178,4.46705,25.5368,1.0,31.4119,1.0,3.571,1.0,178.546,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-07,2.03238,0.979167,7.32066,3.40363,33.0147,1.0,13.1712,1.0,5.695,1.0,117.791,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-08,3.98747,0.895833,6.00304,1.77172,-1.19568,0.979167,-12.3533,0.979167,8.118,1.0,45.644,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-09,6.5055,0.854167,3.18683,0.854512,-3.81995,0.979167,-22.1255,0.979167,9.641,1.0,19.534,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-10,4.37906,1.0,3.55252,1.7774,1.99844,1.0,-22.1396,1.0,6.678,1.0,46.371,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-11,0.216505,0.958333,5.42754,4.10139,57.8453,1.0,6.39889,1.0,3.313,1.0,168.397,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-12,-0.869681,1.0,5.71796,4.26477,47.9626,1.0,46.363,1.0,4.36,1.0,174.227,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-13,0.773741,0.770833,4.60907,4.03742,32.5263,1.0,40.5443,1.0,6.97,1.0,148.311,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-14,1.39719,0.958333,3.98715,4.66887,23.9711,1.0,23.7659,1.0,9.119,1.0,126.702,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-15,0.56013,0.895833,5.48251,5.37465,39.3048,1.0,28.417,1.0,12.937,1.0,178.809,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-16,1.44863,1.0,3.44187,3.81501,37.125,1.0,-0.703276,1.0,8.647,1.0,113.702,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-17,-0.566656,0.958333,4.77107,4.10981,40.4522,1.0,28.0028,1.0,5.463,1.0,127.156,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-18,-0.575657,1.0,5.42492,4.09003,18.6349,1.0,24.4091,1.0,8.698,1.0,141.291,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-19,1.99051,1.0,2.91562,2.82802,17.6983,1.0,-13.4603,1.0,9.361,1.0,53.58,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-20,2.04759,0.625,2.82454,2.98007,19.2794,1.0,-2.87846,1.0,9.608,1.0,63.791,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-21,2.7745,0.5,1.78592,3.0184,28.6125,1.0,-1.24554,1.0,8.227,1.0,72.698,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-22,0.614367,0.270833,3.4021,4.00915,45.7643,0.916667,18.7218,0.9375,5.757,1.0,145.414,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-23,-0.67728,0.125,4.28845,4.46491,49.7222,0.708333,40.5651,0.708333,3.989,1.0,176.192,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-24,-0.578479,0.0833333,4.35567,4.25528,42.9909,0.729167,41.7783,0.75,4.961,1.0,165.152,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-25,2.30913,0.0,1.66593,2.29289,18.9071,0.666667,-8.80035,0.708333,6.08,1.0,41.053,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-26,1.87949,0.0416667,2.10926,2.13992,18.623,0.791667,-9.81724,0.8125,6.561,1.0,37.937,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-27,-0.22805,0.0625,3.76189,3.49817,27.5848,0.125,10.5169,0.166667,4.279,1.0,91.569,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-28,0.617697,0.125,2.63002,3.34456,28.0896,0.0416667,6.08904,0.0416667,3.438,1.0,88.14,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-29,0.0272707,0.0,3.07476,4.20238,42.4419,0.0,17.0093,0.0,2.808,1.0,160.212,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-04-30,0.267351,0.0,3.6033,3.30594,26.5485,0.0,11.1561,0.0,6.71,1.0,102.291,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-05-01,0.973968,0.0,3.07675,2.4589,12.2982,0.0,-6.04027,0.0,8.116,1.0,43.036,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
CL-ACF,2018-05-02,2.23082,0.0,1.59285,1.62968,2.55966,0.229167,-9.37602,0.166667,7.391,1.0,21.217,1.0,Standardized GPP prioritizes GPP_NT_VUT_REF and fills missing values with GPP_DT_VUT_REF when needed.
